listing_id,addr,lat,lng,floor,deposit_만원,monthly_rent_만원,size_평,flpop_lunch,flpop_dinner,flpop_etc,dist_station,dist_bus_stop,cnt_crosswalk,is_road,cnt_academy,cnt_hospital,cnt_school,cnt_company,cnt_banapresso,cnt_high_cafe,cnt_low_cafe,cnt_etc_cafe,rent_score,capital_score,cost_score,location_score,location_score_lr,success_prob,recom_score,final_score
784426,서울특별시 강남구 논현동,37.5171587845,127.0240212096,1.0,5000.0,310.0,15.0,568765.0,648546.5,510767.5,337.8174365443059,166.85597397778528,4,1,0,2,0,0,0,2,3,17,9.64994775339603,15.0,24.649947753396027,0.9397442956016786,0.5632320840658271,0.708316726904699,95.13076992352191,87.84104075360631
923654,서울특별시 강남구 논현동,37.5156960576044,127.021405561234,1.0,7000.0,686.0,63.0,568765.0,648546.5,510767.5,125.92269933639099,128.72487924061483,15,1,1,1,0,0,0,3,1,25,9.059561128526646,14.65410755374838,23.713668682275028,0.9440008776010438,0.5852079097432894,0.7169404135297326,94.51373450235332,87.6678265575393
473413,서울특별시 강남구 논현동,37.5159156886,127.0225548585,1.0,3000.0,320.0,20.0,568765.0,648546.5,510767.5,205.9916370515559,127.41667495772008,9,1,1,2,0,0,0,4,2,18,9.644723092998955,15.0,24.644723092998955,0.9421400150371586,0.5896569481137458,0.6908053830717253,95.30522422078586,87.43781844670187
923958,서울특별시 강남구 신사동,37.5179413755,127.0213111846,2.0,3000.0,293.0,29.1,568765.0,648546.5,510767.5,188.92483346002052,94.80853603908741,9,1,1,2,0,0,0,3,4,34,9.65933851165485,15.0,24.659338511654852,0.9201010714463884,0.5707972935510949,0.7272880514612188,93.66691887013398,87.38548475293035
823072,서울특별시 강남구 논현동,37.5172992762,127.0243379786,1.0,2500.0,300.0,11.2,568765.0,648546.5,510767.5,368.951788595649,192.6766680740137,4,1,0,2,0,0,0,2,3,16,9.644723092998955,15.0,24.644723092998955,0.9332551151963415,0.5575245924557148,0.6970179686891236,94.63885673272458,87.15773877358092
888030,서울특별시 강남구 신사동,37.5178621262,127.0210939782,2.0,3000.0,270.0,27.2,568765.0,648546.5,510767.5,172.69494195453345,106.85752559116303,9,1,1,2,0,0,0,3,3,32,9.702045345470715,15.0,24.702045345470715,0.9143762352692298,0.5685133105676335,0.7269390697573639,93.28026299066295,87.10435618618497
837790,서울특별시 강남구 논현동,37.5159771527,127.0215051816,2.0,7000.0,452.0,57.9,568765.0,648546.5,510767.5,116.19882741910784,99.80823263123621,13,1,1,1,0,0,0,4,1,23,9.463949843260188,15.0,24.46394984326019,0.9152611195054611,0.573798080805008,0.7230403630628935,93.10853380616976,86.86718455620564
561250,서울특별시 서초구 잠원동,37.512221979,127.0203142074,1.0,10000.0,700.0,60.9,388874.5,478718.0,397097.625,164.72542370283753,87.21782917793819,16,1,0,3,0,0,0,2,5,32,8.930729933930774,11.916031696644312,20.846761630575088,0.9522211450048521,0.5534058867342555,0.7285903808440779,92.263347505939,86.44205467947963
751861,서울특별시 강남구 논현동,37.5158561507,127.0308438008,2.0,2000.0,140.0,13.0,378147.0,391751.0,381067.3125,191.21552013381032,87.95496235678931,10,1,0,1,0,0,0,1,1,23,9.814058660384053,15.0,24.814058660384053,0.9114035978191971,0.503282129176392,0.7071563318561208,93.16932849682384,86.43321990346031
759458,서울특별시 강남구 논현동,37.512174962,127.0212507288,2.0,6500.0,350.0,34.0,388874.5,478718.0,397097.625,114.22315960934577,105.33175404300016,16,1,0,5,0,0,0,2,4,27,9.566353187042843,14.573868905841028,24.14022209288387,0.8990775665439322,0.5409830444041391,0.7356234014883652,91.5710395836788,86.16842975322612
870413,서울특별시 강남구 논현동,37.5161355747834,127.022337745833,1.0,4000.0,360.0,28.5,568765.0,648546.5,510767.5,181.57970356858058,96.38696293306131,9,1,1,2,0,0,0,4,2,19,9.592476489028213,11.696087446093145,21.28856393512136,0.9505900719619617,0.5958701523047852,0.7022891181551848,92.58281933226849,85.87664707724349
553041,서울특별시 강남구 논현동,37.5110067013,127.0241594896,1.0,10000.0,800.0,60.0,388874.5,478718.0,397097.625,223.16589453219066,111.98652368537611,10,1,0,4,0,0,0,2,2,30,9.16405433646813,11.976359392399367,21.140413728867497,0.9386200069776861,0.5421531612740764,0.7259159975838746,91.53691425219395,85.853319904052
918170,서울특별시 강남구 논현동,37.5058198768,127.0271119482,2.0,4000.0,310.0,45.0,589152.0,788268.0,560948.125,662.007966885416,139.34593121944957,7,1,0,0,0,0,0,2,2,28,9.623824451410659,15.0,24.62382445141066,0.9017758749980078,0.5359907859990056,0.7089304160217252,92.25701507626124,85.84782303403462
926904,서울특별시 강남구 논현동,37.5058198768,127.0271119482,2.0,4000.0,310.0,45.0,589152.0,788268.0,560948.125,662.007966885416,139.34593121944957,7,1,0,0,0,0,0,2,2,28,9.623824451410659,15.0,24.62382445141066,0.9017758749980078,0.5359907859990056,0.7089304160217252,92.25701507626124,85.84782303403462
705216,서울특별시 서초구 잠원동,37.5121752136097,127.019802946592,1.0,5000.0,500.0,40.0,388874.5,478718.0,397097.625,197.17359539539027,113.66691354096322,16,1,0,2,0,0,0,2,4,33,9.37542636327732,11.006593561020471,20.382019924297794,0.9493065039155643,0.5410360423499073,0.7217811851809182,91.58000771796512,85.75944095800313
544556,서울특별시 강남구 역삼동,37.5055343305423,127.030509307767,3.0,2500.0,280.0,28.0,589152.0,788268.0,560948.125,396.7364416516528,93.5436516495798,4,1,0,1,0,0,0,1,0,20,9.760513853365707,15.0,24.76051385336571,0.8752117928263089,0.5361298009223063,0.7481703730819326,90.40139831533888,85.72609001319519
900192,서울특별시 강남구 논현동,37.5172992762,127.0243379786,2.0,2500.0,280.0,30.0,568765.0,648546.5,510767.5,368.951788595649,192.6766680740137,4,1,0,2,0,0,0,2,3,16,9.6760710553814,15.0,24.6760710553814,0.8980699300111563,0.5375245924557148,0.7002825748858299,92.03131580621812,85.43039831092757
903283,서울특별시 강남구 신사동,37.5177719631,127.0214423515,3.0,3000.0,230.0,24.8,568765.0,648546.5,510767.5,178.6583301322411,74.80791496390219,9,1,1,2,0,0,0,3,4,30,9.738793086195992,15.0,24.73879308619599,0.8737578596388479,0.55605045666059,0.727220203409913,90.27063255910957,85.00604889367409
543345,서울특별시 강남구 논현동,37.5121622790434,127.028804866919,1.0,3000.0,300.0,28.0,378147.0,391751.0,381067.3125,327.4626879754473,194.06774988406158,8,1,0,0,0,0,0,1,2,19,9.655172413793103,15.0,24.655172413793103,0.9202713768375951,0.4961188441682441,0.6458970479462295,93.67552567661272,84.94977941201579
539198,서울특별시 서초구 반포동,37.5097461058,127.0198023048,-1.0,2000.0,185.0,35.0,388874.5,478718.0,397097.625,230.54852983231333,79.96361197053587,10,1,0,2,0,0,0,2,3,26,9.825912475275931,15.0,24.82591247527593,0.8766992456862394,0.5022746782128487,0.7179256803405105,90.57835590174388,84.94261954143602
913477,서울특별시 강남구 역삼동,37.5044520198,127.0345215252,4.0,3000.0,180.0,23.0,985131.5,882135.0,752222.8125,332.9408713764114,119.95689960320556,9,1,0,1,0,0,0,0,2,24,9.816108851691524,15.0,24.816108851691524,0.8169302358678713,0.5797809579235016,0.8213047967353736,86.08587654178187,84.89925748130851
878836,서울특별시 강남구 신사동,37.5201861071,127.0242574698,1.0,5000.0,330.0,23.0,373769.5,469697.75,332457.375,543.5323430044554,195.30052894357817,3,1,0,1,0,0,0,2,2,39,9.672249880017786,15.0,24.672249880017787,0.908999268637741,0.48415636048274246,0.6623879996194865,92.84719502784837,84.86467650807845
920870,서울특별시 강남구 신사동,37.5201861071,127.0242574698,1.0,5000.0,350.0,20.0,373769.5,469697.75,332457.375,543.5323430044554,195.30052894357817,3,1,0,1,0,0,0,2,2,39,9.6523862363825,15.0,24.652386236382497,0.908999268637741,0.48415636048274246,0.6623879996194865,92.82733138421308,84.85077195753374
925172,서울특별시 강남구 신사동,37.5201861071,127.0242574698,1.0,5000.0,320.0,20.0,373769.5,469697.75,332457.375,543.5323430044554,195.30052894357817,3,1,0,1,0,0,0,2,2,39,9.6523862363825,15.0,24.652386236382497,0.908999268637741,0.48415636048274246,0.6623879996194865,92.82733138421308,84.85077195753374
919648,서울특별시 강남구 논현동,37.5119657772,127.0220786176,-1.0,3000.0,250.0,48.0,388874.5,478718.0,397097.625,92.96941782315452,77.35425794625056,18,1,0,5,0,0,0,2,4,29,9.738766980146291,15.0,24.73876698014629,0.8541140934445025,0.5272119514544854,0.7503531972301977,88.79732398848398,84.66872270884471
925356,서울특별시 강남구 신사동,37.5178621262,127.0210939782,3.0,3000.0,220.0,25.3,568765.0,648546.5,510767.5,172.69494195453345,106.85752559116303,9,1,1,2,0,0,0,3,3,32,9.751704454558928,15.0,24.751704454558926,0.8643762352692298,0.5485133105676335,0.7300061610187065,89.57992209975117,84.60613030038701
915656,서울특별시 강남구 신사동,37.5178621262,127.0210939782,3.0,3000.0,220.0,25.0,568765.0,648546.5,510767.5,172.69494195453345,106.85752559116303,9,1,1,2,0,0,0,3,3,32,9.751704454558928,15.0,24.751704454558926,0.8643762352692298,0.5485133105676335,0.7300061610187065,89.57992209975117,84.60613030038701
910229,서울특별시 강남구 논현동,37.5120010429,127.0258926204,1.0,2000.0,150.0,16.0,378147.0,391751.0,381067.3125,386.44553284155563,215.873237276123,8,1,0,2,0,0,0,0,2,22,9.843260188087775,15.0,24.843260188087775,0.9104645798651827,0.49265362937135077,0.6465052544538785,93.12810367797647,84.58483020819989
917977,서울특별시 강남구 논현동,37.5136913380466,127.033387325488,2.0,4000.0,310.0,30.0,378147.0,391751.0,381067.3125,180.1273986038871,157.581552301055,15,1,0,2,0,0,0,2,3,19,9.628117320768103,15.0,24.628117320768105,0.8904232552719714,0.507331161971645,0.6846488562010297,91.40986146616595,84.52636871234705
922893,서울특별시 강남구 논현동,37.5122864877654,127.03004944366,2.0,5000.0,470.0,30.0,378147.0,391751.0,381067.3125,247.36733353829916,143.09445856716786,9,1,0,1,0,0,0,1,3,17,9.508881922675027,15.0,24.508881922675027,0.899322837541454,0.49606785092742695,0.6671270514133536,91.95809473828409,84.38447785919946
918220,서울특별시 강남구 논현동,37.5122864877654,127.03004944366,2.0,5000.0,470.0,30.0,378147.0,391751.0,381067.3125,247.36733353829916,143.09445856716786,9,1,0,1,0,0,0,1,3,17,9.508881922675027,15.0,24.508881922675027,0.899322837541454,0.49606785092742695,0.6671270514133536,91.95809473828409,84.38447785919946
914521,서울특별시 강남구 논현동,37.5122864877654,127.03004944366,2.0,5000.0,470.0,30.0,378147.0,391751.0,381067.3125,247.36733353829916,143.09445856716786,9,1,0,1,0,0,0,1,3,17,9.508881922675027,15.0,24.508881922675027,0.899322837541454,0.49606785092742695,0.6671270514133536,91.95809473828409,84.38447785919946
746495,서울특별시 강남구 역삼동,37.5052604993932,127.0302196666,-1.0,8000.0,380.0,32.0,589152.0,788268.0,560948.125,434.88726966721975,131.94893687161056,4,1,0,0,0,0,0,1,0,20,9.65787693337958,15.0,24.65787693337958,0.8594226318718243,0.5235920576026839,0.733265971529188,89.1145743237664,84.37818117251213
551039,서울특별시 강남구 논현동,37.5054955635,127.0268992068,2.0,10000.0,630.0,65.0,589152.0,788268.0,560948.125,690.6260580779476,104.31514978798992,11,1,0,0,0,0,0,3,2,29,9.341692789968652,11.649998734974883,20.991691524943533,0.9141187666224803,0.5456083944679533,0.7153581020571103,89.55059902162955,84.146162376854
819006,서울특별시 강남구 논현동,37.515876072,127.0224100612,1.0,3000.0,480.0,32.9,568765.0,648546.5,510767.5,195.02295451406061,124.36029799874397,11,1,1,2,0,0,0,4,2,19,9.493207941483803,10.135239413550478,19.628447355034282,0.942799288477536,0.5914724769200955,0.6955220154042907,90.33839399084948,84.10253625572335
681181,서울특별시 강남구 논현동,37.5110067013,127.0241594896,3.0,3000.0,220.0,17.0,388874.5,478718.0,397097.625,223.16589453219066,111.98652368537611,10,1,0,4,0,0,0,2,2,30,9.759665621734587,15.0,24.759665621734587,0.853434821792501,0.5021531612740764,0.73204284025014,88.76727725617215,84.0983792868247
869359,서울특별시 강남구 논현동,37.5075545742137,127.031500781712,1.0,4000.0,650.0,60.2,318800.0,380357.25,434233.75,247.50942702966128,86.99708235773963,12,1,1,3,0,0,0,1,0,20,9.237199582027168,15.0,24.237199582027166,0.9108090270179395,0.5313978747532073,0.6425307444112118,92.54787660837263,84.05943595819718
840478,서울특별시 서초구 잠원동,37.5112740724,127.0206035034,-1.0,1000.0,100.0,22.1,388874.5,478718.0,397097.625,93.99878724183405,129.74284242561714,15,1,0,4,0,0,0,2,4,33,9.82511938171765,15.0,24.82511938171765,0.8435119433681627,0.5114774701958095,0.7450816109600137,88.08851513432985,84.01440892283131
926429,서울특별시 서초구 잠원동,37.5112740724,127.0206035034,3.0,1201.0,120.0,15.6,388874.5,478718.0,397097.625,93.99878724183405,129.74284242561714,15,1,0,4,0,0,0,2,4,33,9.753917987131263,15.0,24.753917987131263,0.8435119433681627,0.5114774701958095,0.7450816109600137,88.01731373974347,83.96456794662083
564105,서울특별시 강남구 논현동,37.5171047527,127.0238809291,3.0,2000.0,145.0,24.0,568765.0,648546.5,510767.5,324.30166866070186,155.9563017875883,4,1,0,2,0,0,0,2,3,16,9.848484848484848,15.0,24.848484848484848,0.856803713590915,0.5261358801020029,0.7164348269208877,89.10876336780348,83.86917916508905
919883,서울특별시 강남구 논현동,37.5158436853983,127.022147628112,3.0,4000.0,320.0,41.8,568765.0,648546.5,510767.5,174.39078260934252,118.35673802222865,12,1,1,2,0,0,0,4,1,22,9.665621734587251,15.0,24.66562173458725,0.8574866578620947,0.5513104066845563,0.716340282917948,88.97712107424435,83.77419323950949
834495,서울특별시 강남구 논현동,37.5125460768,127.021793755,-1.0,6000.0,360.0,65.0,388874.5,478718.0,397097.625,150.030476491841,115.50287545220623,17,1,0,5,0,0,0,2,4,29,9.561128526645767,15.0,24.561128526645767,0.847287814238248,0.5171632341499417,0.7363929573054412,88.10771459451436,83.76718893532329
924118,서울특별시 강남구 논현동,37.5069832615,127.0300620208,2.0,5000.0,360.0,35.5,318800.0,380357.25,434233.75,378.4690952728541,119.63467766781544,4,1,0,1,0,0,0,1,0,21,9.571577847439915,15.0,24.571577847439915,0.8857969026810204,0.4812683925988158,0.6685622580071434,91.00634554851644,83.7613096241758
790004,서울특별시 강남구 논현동,37.5168849097,127.0238718099,1.0,5000.0,270.0,15.0,568765.0,648546.5,510767.5,318.77030967220117,162.75116671510497,3,1,0,2,0,0,0,3,3,15,9.717868338557993,9.858809401380562,19.576677739938553,0.9283838793990822,0.5686862133602245,0.7082189014780369,89.20546869486972,83.6903951307499
843423,서울특별시 강남구 논현동,37.5055567760198,127.027143520445,2.0,5000.0,600.0,40.0,589152.0,788268.0,560948.125,667.8946428814588,126.81094757915399,10,1,0,0,0,0,0,2,2,30,9.16405433646813,11.723456451533544,20.887510788001673,0.9046078875252127,0.5386569802599604,0.7152318002860081,88.73310235239263,83.57012565525508
909677,서울특별시 강남구 신사동,37.5188458245025,127.022171139001,1.0,5000.0,200.0,10.0,373769.5,469697.75,332457.375,313.97794074617394,156.07621919559452,2,1,1,2,0,0,0,2,4,38,9.801363563647143,14.02030565116035,23.821669214807493,0.9073304692401308,0.5157783212889543,0.6413633446495342,91.87145440781731,83.55091842495813
704515,서울특별시 강남구 역삼동,37.5074352295,127.037535905,1.0,3000.0,180.0,8.0,319506.5,309264.5,303520.875,288.7080785076887,126.99578369966649,14,1,0,1,0,0,0,2,5,23,9.84604462002081,15.0,24.846044620020812,0.8915252552757529,0.5050216129270034,0.645063534921599,91.71043876570229,83.54921318363958
921430,서울특별시 강남구 논현동,37.515876072,127.0224100612,-1.0,2000.0,200.0,28.2,568765.0,648546.5,510767.5,195.02295451406061,124.36029799874397,11,1,1,2,0,0,0,4,2,19,9.785788923719958,15.0,24.785788923719956,0.8576141032923509,0.5514724769200955,0.7020494137996968,89.10684667064626,83.43627508344329
896512,서울특별시 강남구 논현동,37.5148729389,127.0281015599,2.0,2000.0,124.0,26.0,378147.0,391751.0,381067.3125,307.593270688049,176.87629198794752,12,1,0,1,0,0,0,1,1,12,9.843260188087775,15.0,24.843260188087775,0.8870437580814661,0.4866778060357894,0.6489449373309145,91.37154204419772,83.42842755086583
920866,서울특별시 강남구 논현동,37.515876072,127.0224100612,3.0,2000.0,225.0,33.8,568765.0,648546.5,510767.5,195.02295451406061,124.36029799874397,11,1,1,2,0,0,0,4,2,19,9.733542319749217,15.0,24.73354231974922,0.8576141032923509,0.5514724769200955,0.7020494137996968,89.05460006667553,83.39970246066378
768320,서울특별시 강남구 논현동,37.5161266341892,127.0204625401,2.0,15000.0,700.0,32.0,568765.0,648546.5,510767.5,36.02041494585789,105.31268156680149,13,1,1,0,0,0,0,3,2,28,9.216300940438872,10.17914210498798,19.395443045426852,0.9098424714574415,0.569850322213053,0.7345045175635403,87.63362840473496,83.37867541022068
685491,서울특별시 강남구 논현동,37.5134434247751,127.022074528478,-1.0,4000.0,300.0,29.0,388874.5,478718.0,397097.625,251.88237172892144,140.4301711779391,14,1,0,3,0,0,0,2,1,23,9.686520376175547,15.0,24.686520376175547,0.8512330609940979,0.49438878008877585,0.7097346902855051,88.5289999507329,83.26234067407817
731042,서울특별시 강남구 논현동,37.5159156886,127.0225548585,-1.0,2000.0,209.0,45.0,568765.0,648546.5,510767.5,205.9916370515559,127.41667495772008,9,1,1,2,0,0,0,4,2,18,9.781609195402298,15.0,24.781609195402297,0.8569548298519735,0.5496569481137459,0.6973899030941824,89.05322143430031,83.25895209683569
913009,서울특별시 강남구 역삼동,37.507269423,127.0376036824,1.0,2000.0,210.0,15.0,319506.5,309264.5,303520.875,295.3717823641073,134.68504729878077,13,1,0,1,0,0,0,2,5,22,9.807555775026014,15.0,24.807555775026014,0.8892145410240504,0.5031817680828142,0.6398918360602943,91.49864635182979,83.24580752808968
891297,서울특별시 강남구 논현동,37.5159156886,127.0225548585,3.0,2500.0,259.0,35.0,568765.0,648546.5,510767.5,205.9916370515559,127.41667495772008,9,1,1,2,0,0,0,4,2,18,9.729362591431558,15.0,24.72936259143156,0.8569548298519735,0.5496569481137459,0.6973899030941824,89.00097483032957,83.22237947405617
828581,서울특별시 강남구 신사동,37.5186151761695,127.022125823676,1.0,7000.0,400.0,30.0,373769.5,469697.75,332457.375,290.20524845936734,130.54780013844348,2,1,1,2,0,0,0,3,4,39,9.582863483659,12.40069812172638,21.983561605385383,0.9170422983415599,0.5246045596885721,0.6535736662308294,90.76173398100238,83.14042377362654
649815,서울특별시 강남구 신사동,37.5178474933184,127.022274910853,3.0,3000.0,220.0,20.0,373769.5,469697.75,332457.375,233.6542361348906,46.1170618998295,6,1,1,2,0,0,0,3,4,36,9.761636276376572,15.0,24.76163627637657,0.8647716526614421,0.5049451028389157,0.6798041207664689,89.61951022598473,83.12778078118336
480942,서울특별시 강남구 논현동,37.5122058565,127.0285620407,1.0,4000.0,160.0,10.0,378147.0,391751.0,381067.3125,340.1581251787445,198.94937099096404,7,1,0,0,0,0,0,1,2,21,9.818181818181818,12.129759015994741,21.94794083417656,0.9201507362913613,0.4934195301001949,0.6473924864276253,90.95924605602866,83.09324683204882
922719,서울특별시 강남구 논현동,37.5110067013,127.0241594896,1.0,10000.0,800.0,66.9,388874.5,478718.0,397097.625,223.16589453219066,111.98652368537611,10,1,0,4,0,0,0,2,2,30,8.328108672936258,8.734514433785101,17.06262310672136,0.9386200069776861,0.5421531612740764,0.7259159975838746,87.45912363004781,82.9988664685497
897784,서울특별시 서초구 잠원동,37.5130042353,127.0192104732,4.0,2000.0,130.0,14.0,568765.0,648546.5,510767.5,295.6207929740858,124.06318900005928,13,1,0,2,0,0,0,2,4,30,9.82511938171765,15.0,24.82511938171765,0.817393139979979,0.5148680777993155,0.7544994443272685,86.12960488021608,82.92570674596931
904592,서울특별시 강남구 논현동,37.5170397937,127.0243062221,3.0,2000.0,190.0,19.0,568765.0,648546.5,510767.5,359.73812046765124,194.362650762896,4,1,0,2,0,0,0,2,3,15,9.781609195402298,15.0,24.781609195402297,0.8467127779584603,0.5180801156805086,0.7023586846002686,88.28506754228682,82.87030781760883
909618,서울특별시 강남구 논현동,37.509266183,127.0230459892,2.0,5500.0,400.0,16.9,388874.5,478718.0,397097.625,247.41647197041496,58.3714967026829,12,1,0,2,1,0,0,4,2,25,9.582027168234065,15.0,24.582027168234063,0.9139195503557903,0.5416663881289097,0.5880059403650999,93.12599344491834,82.82837362239583
921646,서울특별시 강남구 논현동,37.5146271521,127.0309564067,1.0,15000.0,1200.0,87.5,378147.0,391751.0,381067.3125,64.88989145244996,72.16153411587966,12,1,0,1,0,0,0,1,1,23,8.647699348247649,8.058034452492576,16.705733800740227,0.9395966395242266,0.5338936016519789,0.7243163123077397,87.17548176505721,82.75232660477224
473416,서울특별시 강남구 논현동,37.5082903037,127.0345142445,1.0,2000.0,175.0,23.0,319506.5,309264.5,303520.875,95.96297996202783,75.19668289108758,15,1,1,3,0,0,0,1,2,24,9.774616558041275,15.0,24.774616558041274,0.8729211563425664,0.528441441180159,0.6503972530792588,90.24370328373375,82.68250989099138
844283,서울특별시 강남구 신사동,37.5179413755,127.0213111846,2.0,4000.0,400.0,25.4,568765.0,648546.5,510767.5,188.92483346002052,94.80853603908741,9,1,1,2,0,0,0,3,4,34,9.562999840023714,8.13355460983585,17.696554449859562,0.9201010714463884,0.5707972935510949,0.7272880514612188,86.7041348083387,82.51153590967364
911952,서울특별시 강남구 신사동,37.5183737945,127.0216551843,3.0,5000.0,370.0,31.9,373769.5,469697.75,332457.375,245.65849392795027,113.50287484666372,4,1,1,2,0,0,0,3,4,34,9.622590770929571,15.0,24.62259077092957,0.8662606905249003,0.49260897134360104,0.6596617581227595,89.5921425602971,82.50435253589075
916566,서울특별시 강남구 논현동,37.508632601803,127.034799420754,1.0,3000.0,294.0,20.0,319506.5,309264.5,303520.875,139.4703487096714,93.45559539517212,18,1,1,3,0,0,0,1,4,28,9.668686340320674,15.0,24.668686340320676,0.8750328955487761,0.52684616335296,0.6414685042668749,90.29615350647887,82.45136258254145
891248,서울특별시 강남구 역삼동,37.5057858107741,127.033468062783,1.0,1500.0,150.0,7.0,319506.5,309264.5,303520.875,197.98460754555026,94.67497683441367,14,1,1,2,0,0,0,1,2,24,9.871703850017342,15.0,24.87170385001734,0.880593331695791,0.5150612785700072,0.6264382597113224,90.91620372720166,82.43449040038084
762576,서울특별시 강남구 역삼동,37.5057858107741,127.033468062783,1.0,1200.0,158.0,7.0,319506.5,309264.5,303520.875,197.98460754555026,94.67497683441367,14,1,1,2,0,0,0,1,2,24,9.864861388684934,15.0,24.864861388684936,0.880593331695791,0.5150612785700072,0.6264382597113224,90.90936126586925,82.42970067744814
864426,서울특별시 강남구 논현동,37.5085679026,127.0342067334,1.0,3000.0,200.0,10.0,319506.5,309264.5,303520.875,124.77917554746752,63.05146715977603,15,1,1,3,0,0,0,1,5,24,9.768981971992307,15.0,24.768981971992307,0.8757520088161442,0.5343545220093746,0.6356472508839063,90.45038263320312,82.38468536975937
891172,서울특별시 강남구 역삼동,37.5054397708254,127.033657912646,1.0,2000.0,190.0,7.8,319506.5,309264.5,303520.875,229.48790016566934,74.2534867561308,16,1,1,2,0,0,0,1,1,20,9.82893846668979,15.0,24.82893846668979,0.8819044968888741,0.5173112231536201,0.6211764829199561,90.97177573335534,82.31553750094741
920633,서울특별시 강남구 논현동,37.5127895891262,127.029046369312,3.0,5000.0,327.0,50.8,378147.0,391751.0,381067.3125,266.10988100762916,121.67398259031013,8,1,0,1,0,0,0,1,2,16,9.576802507836991,15.0,24.57680250783699,0.8547426330752763,0.4766333902842523,0.6737504468160849,88.68249998848272,82.29026339642044
922890,서울특별시 강남구 논현동,37.5127895891262,127.029046369312,3.0,5000.0,327.0,60.0,378147.0,391751.0,381067.3125,266.10988100762916,121.67398259031013,8,1,0,1,0,0,0,1,2,16,9.576802507836991,15.0,24.57680250783699,0.8547426330752763,0.4766333902842523,0.6737504468160849,88.68249998848272,82.29026339642044
