idx,node_id,node_type_code,lon,lat,sigungu_code,sigungu_name,emd_code,emd_name
320,132471,0,126.9743046,37.57400678,1111000000,종로구,1111011600,도렴동
321,132492,0,126.9736912,37.56998557,1111000000,종로구,1111012000,신문로1가
322,133523,0,126.984353,37.5761527,1111000000,종로구,1111014100,안국동
323,132926,0,126.9801218,37.58131947,1111000000,종로구,1111011900,세종로
324,132953,0,126.9797851,37.58002036,1111000000,종로구,1111011900,세종로
325,132954,0,126.9800276,37.57995921,1111000000,종로구,1111014200,소격동
326,160675,0,127.015477,37.57277916,1111000000,종로구,1111017400,창신동
327,160676,0,127.0155173,37.57284094,1111000000,종로구,1111017400,창신동
328,160681,0,127.0159141,37.5728775,1111000000,종로구,1111017500,숭인동
329,132961,0,126.9803761,37.58130069,1111000000,종로구,1111013900,팔판동
330,193689,0,127.0008212,37.58581702,1111000000,종로구,1111016900,혜화동
331,133832,0,126.9850433,37.58401068,1111000000,종로구,1111014600,가회동
332,133840,0,126.9852001,37.58400835,1111000000,종로구,1111014600,가회동
333,131893,0,126.9720058,37.57815843,1111000000,종로구,1111010600,통의동
334,132972,0,126.9796969,37.57817295,1111000000,종로구,1111014200,소격동
335,132973,0,126.9794455,37.57817997,1111000000,종로구,1111011900,세종로
336,130953,0,126.9739126,37.57956148,1111000000,종로구,1111011900,세종로
337,130954,0,126.9737056,37.57955437,1111000000,종로구,1111010500,창성동
338,131944,0,126.9721487,37.57578627,1111000000,종로구,1111011400,내자동
339,131966,0,126.9742154,37.57606444,1111000000,종로구,1111011900,세종로
340,131967,0,126.9738725,37.57593964,1111000000,종로구,1111010700,적선동
341,193405,2,126.9991858,37.57082112,1111000000,종로구,1111016100,종로4가
342,131971,0,126.9738459,37.57564546,1111000000,종로구,1111010700,적선동
343,132990,0,126.9773527,37.57573914,1111000000,종로구,1111011900,세종로
344,132991,0,126.9769744,37.57537665,1111000000,종로구,1111011900,세종로
345,153185,0,127.0091311,37.57155431,1111000000,종로구,1111016400,종로6가
346,132992,0,126.9773765,37.57538849,1111000000,종로구,1111011900,세종로
347,132993,0,126.9774209,37.57540498,1111000000,종로구,1111011900,세종로
348,132994,0,126.9775273,37.57528968,1111000000,종로구,1111011900,세종로
349,132996,0,126.9796589,37.57641027,1111000000,종로구,1111014400,사간동
350,166690,0,126.97155,37.57937972,1111000000,종로구,1111010600,통의동
351,132997,0,126.9797122,37.57612317,1111000000,종로구,1111014400,사간동
352,133000,0,126.9797004,37.57605257,1111000000,종로구,1111014400,사간동
353,133001,0,126.9798217,37.57577018,1111000000,종로구,1111012500,중학동
354,133002,0,126.9793898,37.57642434,1111000000,종로구,1111011900,세종로
355,133032,0,126.9766567,37.56998502,1111000000,종로구,1111011900,세종로
356,133033,0,126.9766065,37.56991676,1111000000,종로구,1111011900,세종로
357,133035,0,126.977606,37.56942745,1111000000,종로구,1111011900,세종로
358,133036,0,126.9775971,37.5693239,1111000000,종로구,1111011900,세종로
359,133037,0,126.9792144,37.56938656,1111000000,종로구,1111012300,서린동
360,133039,0,126.979173,37.56933008,1111000000,종로구,1111012300,서린동
361,133040,0,126.979176,37.56922888,1111000000,종로구,1111012300,서린동
362,133042,0,126.9794361,37.56930424,1111000000,종로구,1111012300,서린동
363,133043,0,126.9794273,37.5692101,1111000000,종로구,1111012300,서린동
364,133048,0,126.9791224,37.57035261,1111000000,종로구,1111012600,종로1가
365,133049,0,126.979529,37.57034738,1111000000,종로구,1111012600,종로1가
366,134076,0,126.9851193,37.58102074,1111000000,종로구,1111014600,가회동
367,134077,0,126.9849715,37.58103014,1111000000,종로구,1111014600,가회동
