nm,type,apv_date,addr,floor,sitearea,lat,lng,flpop_type,trdar_cd,adstrd_cd
주식회사 리사르커피,커피숍,2017-10-20,서울 중구 다산로8길 16-7,1,15.00,37.5524730604218,127.010426586681,TR,3130042,11140635
빽다방 서원역점,커피숍,2023-10-06,서울 관악구 신림로 264,1,27.60,37.4786855423989,126.932644758893,TR,3110876,11620645
빽다방 북가좌점,커피숍,2023-10-06,서울 서대문구 증가로 226,1,54.00,37.5817480671525,126.914361159217,AL,3110496,11410720
주식회사 리사르커피,커피숍,2021-02-08,서울 강남구 도산대로99길 60,1,66.00,37.5270852129791,127.048430033039,TR,3110979,11680565
카페 어썸,커피숍,2023-10-06,서울 금천구 가산디지털1로 131,-1,16.63,37.4770829103065,126.881982164294,TR,3120131,11545510
빽다방 장위뉴타운점,커피숍,2021-04-07,서울 성북구 장월로 140,1,89.14,37.6175017214338,127.050694498908,TR,3110329,11290780
이디야 커피 한성대점,커피숍,2009-07-10,서울 성북구 삼선교로10길 45,1,30.00,37.5861829422572,127.010016222727,TR,3110291,11290555
투썸플레이스 가산로데오점,커피숍,2017-06-21,서울 금천구 벚꽃로 254,1,192.39,37.4777630224027,126.88549272849,TR,3120131,11545510
컴포즈커피 전농중앙점,커피숍,2021-12-21,서울 동대문구 전농로 114,1,71.00,37.5750950169195,127.057790965537,AD,,11230610
메가엠지씨커피 석계중앙점,커피숍,2023-10-06,서울 성북구 한천로78길 71,1,23.10,37.6135480393122,127.064964215616,TR,3110335,11290810
메가엠지씨커피 명지전문대점,커피숍,2021-11-23,서울 서대문구 가좌로 146,1,72.71,37.5850409072828,126.923795702201,AL,3110503,11410685
라토레,커피숍,2023-10-10,서울 강서구 양천로 564,1,34.78,37.5570868295233,126.861331339109,AL,3110671,11500520
아타락시아,커피숍,2020-04-23,서울 강서구 마곡동로10길 46,2,26.16,37.5670117038671,126.839731201632,TR,3110648,11500603
봉명동 내커피,커피숍,2021-12-23,서울 동작구 장승배기로3길 26-3,1,59.80,37.5010168395578,126.940011365166,TR,3110830,11590540
매머드익스프레스 종로YBM점,커피숍,2023-10-10,서울 종로구 종로 104,1,42.72,37.5699634381006,126.989111515848,TR,3120009,11110615
꼬뜨 드 에 카페,커피숍,2022-03-30,서울 강남구 남부순환로351길 4,1,25.41,37.4851802538717,127.034963002746,TR,3120179,11680655
mocent 양재,커피숍,2023-10-10,서울 서초구 바우뫼로 184,1,66.00,37.4786124414225,127.040331298542,TR,3120183,11650651
텐퍼센트커피 가락시장역점,커피숍,2023-10-10,서울 송파구 송파대로28길 27,1,29.67,37.4948121610825,127.120132764747,TR,3120234,11710620
더벤티 고덕비즈밸리점,커피숍,2023-10-10,서울 강동구 고덕비즈밸리로 26,1,45.36,37.5652057425559,127.160472742415,AD,,11740560
메가엠지씨커피 성북세무서점,커피숍,2023-10-10,서울 성북구 삼선교로16길 1,1,96.85,37.5882741872766,127.010581485936,TR,3110291,11290555
디저트39 신용산점,커피숍,2023-10-10,서울 용산구 한강대로 95,-1,61.41,37.5288173852679,126.966653789116,TR,3120041,11170625
바로카페,커피숍,2023-10-10,서울 서초구 바우뫼로7길 8,-1,20.64,37.4708545781298,127.025380680694,TR,3110934,11650651
베어커리,커피숍,2023-03-06,서울 도봉구 노해로 341,,143.95,37.6514452431588,127.045912956978,TR,3120079,11320515
공차여의도전경련점,커피숍,2020-07-08,서울 영등포구 여의대로 24,1,86.91,37.5221803249647,126.919916550827,TR,3120149,11560540
국민우유집 영등포점,커피숍,2021-03-19,서울 영등포구 국회대로37길 9,1,32.27,37.5280099195479,126.899762327221,TR,3110774,11560560
카페비(cafe.B),커피숍,2021-03-05,서울 영등포구 영등포로5길 31,1,60.00,37.5246476250864,126.884538606022,TR,3110757,11560610
밀로우(Millow),커피숍,2021-05-27,서울 영등포구 여의나루로 7,-1,37.16,37.520332613756,126.920680503797,AD,,11560540
매머드익스프레스(당산중앙점),커피숍,2018-02-23,서울 영등포구 당산로 175,1,30.00,37.5302277100278,126.898258847286,TR,3120138,11560560
구미호,커피숍,2020-07-10,서울 영등포구 선유로9나길 24-3,3,29.75,37.5154819139803,126.885472223472,TR,3110759,11560605
컴포즈커피 북한산보국문점,커피숍,2022-11-03,서울 성북구 보국문로 86,1,40.00,37.6119052687488,127.008548212421,TR,3110290,11290650
달리는 커피,커피숍,2023-10-11,서울 서대문구 거북골로 84,2,38.58,37.5782296308468,126.918481311495,AD,,11410700
이디야(북한산점),커피숍,2016-06-23,서울 강북구 4.19로 85,1,180.00,37.6447955068975,127.005595867384,TR,3110337,11305645
빽다방 천왕역점,커피숍,2016-09-21,서울 구로구 오리로 1149,1,39.20,37.4866176885737,126.838255231876,AL,3110687,11530780
싹싹커피(SACK SACK coffee),커피숍,2023-10-11,서울 금천구 벚꽃로6길 3,-1,73.74,37.460610009066,126.892463579375,AL,3110727,11545610
백억커피 오목교점,커피숍,2023-10-12,서울 양천구 신목로 102,1,37.44,37.5235884341471,126.875774509668,AL,3110627,11470510
무음,커피숍,2023-10-12,서울 도봉구 마들로 728,1,42.92,37.6749890047892,127.047617465037,AL,3110411,11320522
더벤티 문래점,커피숍,2018-12-07,서울 영등포구 선유로 76,1,33.00,37.5206488765446,126.889905898442,AL,3110758,11560605
몽타,커피숍,2021-06-28,서울 강남구 강남대로136길 24,-1,33.00,37.513356059818,127.02238091711,TR,3110950,11680521
포트 캔 커피,커피숍,2010-10-21,서울 동대문구 장한로23길 21,1,23.10,37.5712570493116,127.069490558918,TR,3110226,11230650
메르시뤼탱 MERCI LUTIN PATISSERIE,커피숍,2019-07-02,서울 서초구 동광로12가길 12,1,33.00,37.4874510341176,126.984178921335,TR,3120156,11650621
샌드위치 보라(sandwich BORA),커피숍,2023-10-13,서울 서초구 언남길 43,1,39.30,37.4731896625386,127.042283344481,TR,3110941,11650652
모아생활에스오씨협동조합,커피숍,2023-10-13,서울 강서구 월정로30길 61,1,42.90,37.5350267813411,126.839226609413,TR,3130216,11500540
카페(cafe)462,커피숍,2023-10-13,서울 광진구 동일로24길 54,1,26.10,37.543138101044,127.067936636398,TR,3110141,11215710
마포청소년문화의집,커피숍,2016-07-21,서울 마포구 상암산로1길 67,1,21.87,37.580322292061,126.883846326651,AD,,11440740
투썸플레이스 4.19사거리점,커피숍,2011-09-29,서울 강북구 삼양로 511,1,192.96,37.6486839342871,127.01375039725,TR,3110346,11305645
플러스82 방학점,커피숍,2023-10-13,서울 도봉구 방학로2길 12,1,56.63,37.6634669572247,127.041017622133,TR,3110403,11320690
옵스,커피숍,2023-10-13,서울 중구 남대문로 81,1,219.60,37.5647299033135,126.981730421825,TR,3120025,11140520
온디앨리(ON THE ALLEY),커피숍,2020-07-03,서울 성북구 돌곶이로14길 49,1,49.50,37.6089021201023,127.06240345895,TR,3130128,11290810
메가엠지씨 커피 종합운동장점,커피숍,2023-09-13,서울 송파구 올림픽로8길 11,1,138.58,37.5108196817942,127.080321952617,TR,3120225,11710650
이디야커피 연희홍연길점,커피숍,2023-10-13,서울 서대문구 홍제천로 146-9,1,59.37,37.5763814406771,126.930025142924,TR,3110510,11410615
커피사피엔스 강서우림블루나인점,커피숍,2023-10-13,서울 강서구 양천로 583,1,52.80,37.5571161918617,126.864347419732,AD,,11500510
크럼블리 CRUMBLY,커피숍,2023-10-13,서울 송파구 위례성대로12길 31,1,20.70,37.5109712380144,127.121542172125,TR,3111021,11710561
더벤티 서울시청점,커피숍,2023-10-13,서울 중구 남대문로9길 40,1,33.90,37.5671421016237,126.980368823536,TR,3120026,11140550
베이크디(BakeD),커피숍,2021-06-28,서울 금천구 범안로 1174,1,38.00,37.4663921474407,126.892154388311,TR,3110730,11545610
메가엠지씨커피 망우금란점,커피숍,2023-10-13,서울 중랑구 망우로 467,1,66.00,37.6006761309267,127.103999248142,TR,3110278,11260655
텐퍼센트 은평구청점,커피숍,2022-02-03,서울 은평구 은평로 193,1,40.69,37.601799895141,126.929001628625,TR,3110486,11380510
빽다방 은평DYB점,커피숍,2023-10-16,서울 은평구 가좌로 204,1,30.92,37.5888635747313,126.919096409582,TR,3110471,11380600
"쉼, 카페",커피숍,2023-10-16,서울 마포구 대흥로29길 50,1,20.65,37.5562141848253,126.943113736024,TR,3120096,11440600
폴인커피(fall in coffee),커피숍,2012-10-29,서울 동작구 여의대방로22길 27,1,20.00,37.4978001549871,126.921417917074,TR,3120147,11590680
크레이지빙수 왕십리점,커피숍,2023-10-16,서울 성동구 무학봉16길 26-9,1,17.69,37.5596607423076,127.033068853474,TR,3130066,11200560
보사노바 베이커리 랩,커피숍,2023-06-30,서울 양천구 중앙로45길 8-32,1,270.00,37.5209544420636,126.85200442947,TR,3120108,11470640
노와드코코 베이커리,커피숍,2023-10-16,서울 관악구 남부순환로161가길 8,1,35.00,37.4852196340218,126.918321518601,TR,3130279,11620685
카페능소니,커피숍,2023-10-16,서울 은평구 응암로20길 22-13,1,39.38,37.5924532936405,126.920669355607,TR,3110471,11380590
디어피피 펫푸드 앤 카페,커피숍,2023-10-17,서울 영등포구 도신로15다길 1,1,51.22,37.5068582413498,126.898077943562,AL,3110768,11560585
GP라이프시맨틱스지점,커피숍,2023-10-17,서울 강남구 언주로 533,-1,57.00,37.5057136517872,127.040875851757,TR,3120199,11680640
누스(NOUS),커피숍,2023-10-17,서울 동대문구 장한로28가길 41,1,89.10,37.5748327207563,127.072660499604,TR,3120067,11230660
아뜰리에 커피 앤 밀크티 구로점,커피숍,2023-10-17,서울 구로구 구로동로28길 120,,20.28,37.4923743477968,126.89028223713,TR,3110714,11530550
매머드익스프레스 가산테라타워점,커피숍,2023-10-17,서울 금천구 디지털로10길 78,1,53.96,37.4745325914718,126.889614189767,TR,3120131,11545510
이디야,커피숍,2023-10-17,서울 관악구 신림로48길 18,-1,83.66,37.4790799610001,126.933044291265,TR,3110876,11620645
컴포즈커피 은평서북병원점,커피숍,2023-10-18,서울 은평구 갈현로11길 12,1,66.00,37.6054628361433,126.909231882603,TR,3110450,11380560
일리팡커피(elephante coffee),커피숍,2023-10-18,서울 강남구 도산대로28길 26,1,99.00,37.5176968949567,127.028350682966,TR,3120190,11680521
커피나인 강남역2호점,커피숍,2023-10-18,서울 강남구 강남대로94길 21,1,23.00,37.4997243135104,127.02896610336,TR,3120189,11680640
매머드 익스프레스 삼성로점,커피숍,2023-10-18,서울 강남구 삼성로107길 7,1,33.00,37.5114198890349,127.053319471505,TR,3120213,11680590
플러스82 서초점,커피숍,2023-10-18,서울 서초구 사임당로14길 42,1,23.00,37.4873504818392,127.017723582514,TR,3110929,11650510
오로밋(Oromeet),커피숍,2023-10-18,서울 금천구 범안로15길 47,1,21.32,37.4685577180262,126.892243745898,TR,3120132,11545610
하삼동커피 잠실점,커피숍,2023-10-18,서울 송파구 석촌호수로 134,1,35.07,37.5070750637579,127.091877352413,AL,3111006,11710610
디엔디(D&D),커피숍,2023-10-18,서울 양천구 목동서로 400,2,18.00,37.5150078728547,126.857838508873,AD,,11470620
투썸플레이스 은평뉴타운점,커피숍,2016-05-27,서울 은평구 진관3로 20,1,236.59,37.6389140677896,126.918896464275,AD,,11380690
플랫슬리퍼,커피숍,2014-01-10,서울 중구 필동로 24,1,26.98,37.5595634045525,126.996051956563,TR,3120032,11140570
메가엠지씨커피 천호역점,커피숍,2019-11-06,서울 강동구 천호대로 997,1,69.26,37.5393391659214,127.123301730964,TR,3120243,11740610
우지커피 홍대동교점,커피숍,2009-08-28,서울 마포구 동교로27길 12,1,56.00,37.5588764092034,126.922876410496,TR,3120104,11440660
투썸플레이스 서초센트럴아이파크점,커피숍,2020-09-21,서울 서초구 반포대로18길 36,1,248.00,37.4872095260345,127.011468498188,TR,3120172,11650530
베럴 버터(Better Butter),커피숍,2023-10-19,서울 성북구 삼선교로24길 42,1,25.80,37.5883442478661,127.01641667726,TR,3110297,11290555
문제적커피,커피숍,2023-10-19,서울 강서구 양천로63길 58,1,82.05,37.5580503210315,126.865745162567,AD,,11500510
컴포즈커피 홍대삼거리점,커피숍,2022-11-11,서울 마포구 와우산로 73,1,37.10,37.5510188970321,126.923009896315,TR,3120103,11440660
패티바이번,커피숍,2016-03-07,서울 중구 장충단로13길 20,-1,134.90,37.568734553218,127.007666479829,TR,3130038,11140590
미라클모닝,커피숍,2023-10-19,서울 동대문구 고산자로34길 70,1,42.00,37.5782923121696,127.042196782039,AL,3110195,11230536
(즈)동원홈푸드 GS건설 서초타워 샌드프레소점,커피숍,2012-06-11,서울 서초구 남부순환로 2477,1,23.28,37.483164628756,127.021236064971,AL,3110932,11650510
르쿠에르,커피숍,2023-10-20,서울 성북구 고려대로6길 74,1,36.30,37.5824673683838,127.021809026637,TR,3110305,11290610
율란서(YULANSUH),커피숍,2023-10-19,서울 양천구 은행정로5길 10,1,14.00,37.52129830594,126.858809262788,TR,3120109,11470620
공차 중곡역점(Gong cha),커피숍,2023-10-20,서울 광진구 능동로 413-1,1,56.00,37.5660595057045,127.084126211511,TR,3110161,11215760
비트커피,커피숍,2023-10-20,서울 노원구 동일로 989,1,28.30,37.6184022670986,127.075033608195,TR,3110429,11350595
GS25 신림동산점,커피숍,2023-10-20,서울 관악구 문성로32길 13,1,3.30,37.4786345922506,126.928880897838,TR,3110872,11620655
메가엠지씨커피 강동U1센터점,커피숍,2023-10-10,서울 강동구 고덕비즈밸리로 26,1,45.36,37.5652057425559,127.160472742415,AD,,11740560
수플레닛,커피숍,2023-10-20,서울 강남구 양재대로31길 5,1,34.70,37.4897408926597,127.082583587184,TR,3110997,11680730
카페보리,커피숍,2012-09-11,서울 송파구 충민로 184,-1,5.00,37.4857949194391,127.134322169385,AL,3111031,11710646
스타벅스 청담역점,커피숍,2023-10-20,서울 강남구 삼성로 709,2,272.30,37.5194245244032,127.049528556494,TR,3120209,11680565
불광동 커피공방,커피숍,2018-10-08,서울 은평구 진흥로 181,1,62.49,37.6086083087764,126.92974387848,TR,3120092,11380570
노니카페,커피숍,2021-02-19,서울 강서구 금낭화로 145,1,27.45,37.5783009851923,126.812798304593,AL,3110640,11500641
아위온즈,커피숍,2023-10-20,서울 강남구 영동대로 511,-1,9.92,37.510356849269,127.061023782931,TR,3120222,11680580
텐퍼센트 양재역점,커피숍,2022-10-17,서울 강남구 남부순환로351길 4,1,39.10,37.4851802538717,127.034963002746,TR,3120179,11680655
컴포즈커피 상왕십리역점,커피숍,2023-10-23,서울 성동구 왕십리로 410,1,36.42,37.5666029325047,127.024082467223,AL,3110057,11200535
플라워림,커피숍,2023-10-23,서울 강남구 압구정로10길 42,-1,46.95,37.5208015665842,127.022038574253,TR,3120186,11680510
"오늘도,카페 일리터광진점",커피숍,2021-04-19,서울 광진구 천호대로112길 10,1,36.00,37.5557577545413,127.081335533536,TR,3120055,11215780
백억커피 이태원점,커피숍,2023-10-23,서울 용산구 이태원로 208,1,35.00,37.5345405311963,126.997056164597,TR,3120046,11170685
하늘가득,커피숍,2017-07-26,서울 강서구 곰달래로57길 23-7,1,33.00,37.5332172937467,126.861397607642,TR,3130221,11500570
메가엠지씨커피 염창동점,커피숍,2023-10-23,서울 강서구 양천로 682,1,46.28,37.5507617730845,126.871806291324,AD,,11500510
카페소림,커피숍,2023-10-23,서울 성동구 성수이로 66,1,73.20,37.5406187104947,127.05613180378,TR,3110136,11200670
명동양과,커피숍,2017-07-28,서울 중구 명동9길 23,1,224.63,37.5648933785117,126.984490802217,TR,3120028,11140550
리와이어 커피(rewire coffee),커피숍,2017-09-28,서울 중구 수표로6길 24-1,1,15.67,37.562778569094,126.991744326376,TR,3120032,11140570
카페베즐리 강서점,커피숍,2023-10-23,서울 강서구 양천로 528,1,14.50,37.5592723036241,126.858159973122,TR,3110671,11500520
wm cafe 더블유엠카페,커피숍,2023-10-23,서울 성동구 뚝섬로1길 14,1,140.00,37.5424300691829,127.046631987759,TR,3120050,11200650
텐퍼센트커피 TENPERCENT COFFEE 방화역점,커피숍,2023-10-23,서울 강서구 금낭화로 146,1,27.64,37.5781901549032,126.813305186149,TR,3110640,11500641
(장)명품커피,커피숍,2023-10-24,서울 중구 퇴계로73길 35,1,52.80,37.5667800145325,127.013727630869,TR,3120039,11140615
헬스앤미,커피숍,2023-10-24,서울 광진구 능동로 120,1,76.03,37.539182674872,127.074711902268,AL,3110155,11215710
스타벅스 구로구청점,커피숍,2022-06-21,서울 구로구 가마산로 226,-1,260.60,37.4935671330674,126.886127181946,AL,3110714,11530530
주식회사 리사르커피,커피숍,2022-02-18,서울 중구 명동8가길 58,1,64.86,37.5617790650241,126.988221957349,TR,3120028,11140550
보드게임카페 레드버튼 성신여대점,커피숍,2023-10-24,서울 성북구 동소문로20가길 22,3,57.92,37.5926349424525,127.017736971593,TR,3120072,11290575
백야(Baek Ya),커피숍,2015-08-28,서울 영등포구 도림로125길 10,2,76.68,37.5131581821574,126.895329527537,TR,3110759,11560605
트레비앙고를샘커피점,커피숍,2003-10-02,서울 서대문구 연세로 50,1,17.01,37.5660508394158,126.943916239886,AL,3110524,11410585
토프레소,커피숍,2013-04-29,서울 영등포구 양평로12가길 2,1,31.56,37.5363005812028,126.900736831751,TR,3120143,11560560
컴포즈커피 영등포시장역점,커피숍,2021-03-04,서울 영등포구 국회대로50길 20,1,39.46,37.5238208014076,126.905668672663,AL,3110788,11560535
메가엠지씨커피 종로3가역점,커피숍,2021-07-30,서울 종로구 돈화문로 27,1,42.98,37.571003680311,126.991885933464,TR,3120009,11110615
메가엠지씨커피 대림역점,커피숍,2022-12-07,서울 영등포구 도림로 142,1,39.16,37.493238033301,126.89789879195,TR,3120142,11560710
GS25 천왕연지타운점,커피숍,2015-12-24,서울 구로구 오리로 1102-12,-1,5.00,37.4842238322548,126.842817167401,AD,,11530780
메가엠지씨커피 당산역점,커피숍,2015-11-09,서울 영등포구 양평로 67,1,38.41,37.5349350800223,126.899311690856,AL,3110773,11560560
앤파이브 커피(AND5 COFFEE),커피숍,2022-06-22,서울 서초구 사임당로 78,1,230.14,37.4892712387965,127.018389586604,TR,3110929,11650510
용사부,커피숍,2023-07-25,서울 송파구 위례송파로3길 12,1,161.50,37.4862028491137,127.14281243948,AD,,11710647
컴포즈커피 위례우성어반점,커피숍,2023-10-24,서울 송파구 위례송파로 77,1,84.88,37.4854429227354,127.142453020964,AD,,11710647
테이블비(Table.B),커피숍,2023-09-18,서울 중구 장충단로13길 20,2,77.36,37.568734553218,127.007666479829,TR,3130038,11140590
매머드익스프레스 양재일동제약점,커피숍,2023-10-25,서울 서초구 바우뫼로 147,1,58.00,37.4770438621109,127.03648760261,TR,3120181,11650651
더벤티,커피숍,2021-05-06,서울 동작구 상도로 73,1,66.00,37.4999001041175,126.928915695415,TR,3120152,11590660
강감찬 카페 라온,커피숍,2023-10-11,서울 관악구 낙성대로 77,1,76.00,37.4719720770814,126.959370998377,AL,3110895,11620585
스타벅스 가산케이에스점,커피숍,2023-10-26,서울 금천구 벚꽃로36길 30,1,260.12,37.480670830247,126.885102981454,TR,3120131,11545510
루루도넛(LuLu Donut),커피숍,2019-03-18,서울 영등포구 영등포로36길 9,1,33.00,37.5191186936296,126.903824201023,TR,3120145,11560535
투썸플레이스 가산아울렛점,커피숍,2010-11-23,서울 금천구 벚꽃로 298,1,97.83,37.4814401689835,126.883871693415,TR,3120131,11545510
킷사텐 신림점,커피숍,2023-10-27,서울 관악구 남부순환로165길 12,1,55.29,37.4839563540049,126.922916289051,TR,3110868,11620685
푸릇푸릇,커피숍,2023-10-27,서울 송파구 송파대로 177,-1,47.10,37.4862557142644,127.121487082028,TR,3120235,11710642
고요한집,커피숍,2023-01-19,서울 금천구 시흥대로 315,2,35.76,37.4609911113644,126.896265163559,AL,3110735,11545610
서로카페,커피숍,2023-10-27,서울 구로구 디지털로31길 59-14,1,124.10,37.4855405012258,126.891675389816,TR,3120129,11530540
알로커피 ALLO COFFee,커피숍,2023-10-30,서울 송파구 송이로17길 54-28,1,26.50,37.5008420147913,127.126302707931,TR,3120239,11710620
와플 반달,커피숍,2023-10-30,서울 송파구 삼전로13길 37,1,26.01,37.507932613497,127.086174126673,TR,3111004,11710650
커피나인 선릉역,커피숍,2023-10-30,서울 강남구 선릉로94길 15,1,35.76,37.5062773479745,127.049731817125,TR,3120210,11680590
메가엠지씨커피 노원월계초점,커피숍,2023-10-30,서울 노원구 월계로45길 37,1,82.50,37.6269811514026,127.050362337294,AD,,11350570
하늘숲,커피숍,2023-10-30,서울 중랑구 면목로44길 28,3,68.62,37.5808876739048,127.089807673098,TR,3130112,11260575
터프커피(TUFF COFFEE),커피숍,2014-09-04,서울 강남구 테헤란로25길 19,1,126.91,37.5019456383321,127.035314393993,TR,3120197,11680640
매머드 익스프레스 용산원효점,커피숍,2023-10-30,서울 용산구 원효로 139-1,1,47.52,37.5342944361155,126.958543639312,TR,3120040,11170570
스윙바이 카페(swing by cafe),커피숍,2020-05-08,서울 동대문구 답십리로59길 24,1,60.86,37.5736944745498,127.066423040441,TR,3110227,11230610
스타벅스 한성대입구역점,커피숍,2011-12-22,서울 성북구 성북로 11,1,231.40,37.5890512143102,127.00492740484,TR,3110286,11290525
스타벅스 월곡역점,커피숍,2013-05-09,서울 성북구 화랑로 76,,198.81,37.6017059749991,127.040579524379,TR,3120075,11290725
스타벅스종암점,커피숍,2015-10-08,서울 성북구 종암로 122,,303.64,37.6011832496778,127.033920575732,AL,3110318,11290705
컴포즈커피 서울한양대점,커피숍,2021-05-07,서울 성동구 마조로 30,1,44.60,37.560373300008,127.041474880283,AL,3110125,11200550
커피면회소 양천향교역점,커피숍,2021-01-12,서울 강서구 양천로 344,1,21.77,37.5682660192783,126.840359563104,TR,3110648,11500603
베르(Verre),커피숍,2023-10-31,서울 마포구 월드컵로19길 25-1,1,29.19,37.5562769819385,126.908079702228,TR,3110544,11440690
메가엠지씨커피 신림프라임법학원점,커피숍,2016-04-07,서울 관악구 신림로 90,1,33.00,37.4709361714829,126.939362676994,TR,3110886,11620665
컴포즈커피 개봉한진점,커피숍,2021-03-31,서울 구로구 개봉로3길 13,1,25.45,37.4862599178277,126.85551188514,TR,3120124,11530760
전광수커피숍(고대점),커피숍,2011-10-06,서울 성북구 고려대로 104-1,1,102.30,37.5861967927802,127.030935298411,TR,3120074,11290600
투썸플레이스 고려대법학관점,커피숍,2012-10-30,서울 성북구 안암로 145,,298.60,37.5887034223667,127.031698331241,AL,3110312,11290600
케이키즘,커피숍,2023-10-31,서울 구로구 구로중앙로 60,1,5.08,37.4951317858045,126.889409618774,TR,3120127,11530550
북카페리비,커피숍,2015-04-27,서울 성북구 오패산로16가길 99,1,101.54,37.6124680892797,127.037389295824,AL,3110378,11290715
배스킨라빈스 왕십리역사점,커피숍,2013-05-14,서울 성동구 왕십리광장로 17,2,35.52,37.5614417528647,127.038394194396,TR,3120049,11200560
카페라바섬,커피숍,2023-02-17,서울 성북구 한천로 553,1,164.50,37.6092485328461,127.063951148889,TR,3110334,11290810
메가엠지씨커피 중계브라운스톤점,커피숍,2021-03-29,서울 노원구 동일로203가길 29,1,46.24,37.6398759609875,127.06428375943,TR,3120083,11350625
멜로우 스트리트,커피숍,2021-11-26,서울 관악구 관악로14길 104,1,70.00,37.4776907815979,126.958066062884,TR,3110895,11620585
55커피,커피숍,2018-05-04,서울 관악구 신원로3길 30,1,49.70,37.4822089338899,126.927024298144,TR,3130283,11620655
행복플러스카페,커피숍,2018-11-13,서울 동작구 노량진로 140,2,47.08,37.512756878817,126.941700638806,TR,3120153,11590510
테라커피 구로고척점,커피숍,2013-02-25,서울 구로구 고척로 149,1,42.50,37.5031210514888,126.850139541298,AL,3110694,11530730
더블버터(Double butter),커피숍,2023-11-01,서울 강동구 천중로53길 6,1,27.02,37.5409803636026,127.145448050859,TR,3111078,11740685
탐앤탐스(한성대점),커피숍,2017-11-03,서울 성북구 동소문로 48,1,136.12,37.5903365197632,127.011010678624,TR,3120070,11290555
빽다방 돈암점,커피숍,2021-09-14,서울 성북구 동소문로 113,1,106.92,37.5934476796692,127.017451596208,TR,3120072,11290575
컴포즈커피 신용산래미안점(COMPOSE COFFEE),커피숍,2023-11-02,서울 용산구 한강대로 95,1,41.94,37.5288173852679,126.966653789116,TR,3120041,11170625
보그너커피,커피숍,2021-03-08,서울 동대문구 장안벚꽃로 337,2,18.26,37.5883042269467,127.068849144408,AD,,11230730
빽다방 자양전통시장점,커피숍,2023-11-02,서울 광진구 아차산로40길 65,1,32.42,37.5347931732537,127.077658043114,TR,3130081,11215820
하이하이(HiHi),커피숍,2023-11-02,서울 강남구 선릉로76길 28,2,34.10,37.5019012331184,127.052893128891,TR,3120211,11680630
헨쇼(henshaw),커피숍,2021-11-17,서울 서대문구 거북골로21길 21,1,39.00,37.5783051719371,126.907070211203,AL,3110495,11410710
매머드 익스프레스 성북구청점,커피숍,2023-11-02,서울 성북구 보문로32길 6,1,33.00,37.5891416302256,127.017024753961,TR,3120071,11290555
플레로마,커피숍,2019-01-03,서울 관악구 관악로 234,2,21.00,37.4849750677458,126.956296677425,TR,3130294,11620575
컴포즈커피(안암성북천점),커피숍,2022-09-16,서울 성북구 고려대로7길 74,1,100.24,37.5888178443927,127.019173782399,TR,3110300,11290600
카이로스 커피앤로또,커피숍,2020-01-02,서울 서초구 바우뫼로 31,1,28.84,37.4710278919898,127.025981917687,TR,3110934,11650651
프롬하츠커피(보문파크뷰자이),커피숍,2017-08-28,서울 성북구 보문사길 111,-1,103.74,37.5828731138796,127.017891118296,AL,3110302,11290610
이디야커피 성신여대역점,커피숍,2020-04-14,서울 성북구 동소문로17길 40,1,101.68,37.5939295699321,127.015893755022,TR,3120072,11290575
이디야커피전문점,커피숍,2013-08-23,서울 성북구 정릉로 251,1,109.10,37.6047223777771,127.0119196884,TR,3110295,11290630
이디야 장위뉴타운점,커피숍,2020-08-12,서울 성북구 장월로 144-1,1,121.60,37.6177097892253,127.051043731077,TR,3110329,11290780
메가엠지씨커피 구수동사거리점,커피숍,2023-11-02,서울 마포구 창전로 35,1,83.71,37.545734442843,126.931789992535,AL,3110567,11440655
카페다,커피숍,2023-11-02,서울 종로구 북촌로 33,1,20.00,37.5796801989433,126.9848753667,TR,3120007,11110600
커피빈 고대안암병원신관점,커피숍,2023-07-10,서울 성북구 안암로 145,1,108.16,37.5887034223667,127.031698331241,AL,3110312,11290600
커피인류,커피숍,2023-11-02,서울 동대문구 답십리로 27,5,40.00,37.5791424001707,127.045821541275,AL,3110202,11230560
이공커피 흑석본점,커피숍,2021-04-12,서울 동작구 서달로 151,1,42.24,37.506971003245,126.96153532294,AL,3110840,11590605
카페(cafe) 6737,커피숍,2023-11-03,서울 마포구 월드컵로 386,2,98.56,37.5749463012542,126.886126204684,AD,,11440740
오요우유(OYOWOOU),커피숍,2023-11-03,서울 관악구 봉천로 251-1,1,53.00,37.4890326381656,126.92956327439,AL,3110877,11620525
만능커피,커피숍,2023-11-03,서울 양천구 월정로 89-1,1,21.60,37.5273734556064,126.839788100526,TR,3110601,11470560
문스타,커피숍,2023-11-03,서울 서초구 서초중앙로22길 113,1,52.00,37.4946621539498,127.020003677695,TR,3120173,11650510
이디야 길음뉴타운점,커피숍,2012-11-19,서울 성북구 길음로 74,1,67.68,37.6092895738067,127.02103392513,AL,3110308,11290660
Greenwich Cafe (그리니치 카페),커피숍,2023-11-03,서울 구로구 서해안로 2117,1,248.00,37.4814539858385,126.82368696515,AD,,11530800
(주)엘에스씨푸드KDB산업은행본점카페,커피숍,2023-11-03,서울 영등포구 은행로 22,1,23.10,37.5278168728663,126.922024615155,TR,3120148,11560540
메가엠지씨커피 구로주공점,커피숍,2023-11-06,서울 구로구 구일로8길 150,1,20.45,37.4983550908586,126.877492046328,AL,3110708,11530520
